0.0110216	76.0281
0.0111683	74.7258
0.0112504	73.7015
0.0112842	72.9935
0.0112867	72.621
0.0112744	72.5868
0.0112628	72.8796
0.0112663	73.4752
0.0112984	74.3368
0.0113706	75.4145
0.0114937	76.6462
0.0116755	77.9588
0.0119219	79.2723
0.0122351	80.5044
0.0126144	81.5769
0.0130542	82.4203
0.0135453	82.9788
0.0140733	83.2132
0.0146195	83.1038
0.0151605	82.652
0.0156696	81.8816
0.0161183	80.8392
0.0164784	79.5948
0.0167256	78.241
0.0168431	76.8923
0.0168252	75.6827
0.0166813	74.7617
0.0164388	74.2817
0.0161448	74.3791
0.0158633	75.1375
0.0156687	76.543
0.0156317	78.4453
0.0158023	80.5598
0.0161937	82.5335
0.0167778	84.0511
0.0174924	84.9201
0.0182575	85.0948
0.0189916	84.6488
0.0196246	83.7292
0.020106	82.5174
0.0204088	81.203
0.0205309	79.9678
0.0204944	78.9748
0.0203415	78.3552
0.0201304	78.1951
0.0199258	78.5187
0.0197904	79.2776
0.0197735	80.3529
0.0199033	81.5769
0.0201835	82.7712
0.0205961	83.7847
0.0211074	84.5183
0.0216774	84.9299
0.0222654	85.0236
0.0228352	84.8349
0.0233564	84.4161
0.0238054	83.8282
0.0241642	83.136
0.0244221	82.4073
0.0245756	81.7124
0.0246302	81.1225
0.0246016	80.7063
0.0245166	80.5218
0.0244113	80.6068
0.0243282	80.967
0.0243092	81.5678
0.0243885	82.3341
0.024585	83.1619
0.0248986	83.9403
0.0253106	84.5768
0.0257886	85.0152
0.0262954	85.2424
0.0267964	85.2823
0.0272672	85.1823
0.0276962	84.997
0.0280844	84.7739
0.0284417	84.5429
0.0287812	84.3121
0.0291128	84.0704
0.0294386	83.7958
0.0297507	83.4671
0.0300329	83.0756
0.0302645	82.6314
0.030428	82.1661
0.0305131	81.7272
0.0305231	81.3703
0.0304747	81.1463
0.0303965	81.09
0.0303238	81.2102
0.0302905	81.4851
0.0303215	81.8665
0.0304271	82.2912
0.0306011	82.6981
0.0308238	83.0437
0.0310688	83.3119
0.0313106	83.515
0.0315328	83.6861
0.0317311	83.868
0.0319157	84.0987
0.0321077	84.4005
0.0323334	84.7712
0.0326169	85.1838
0.0329732	85.5915
0.033404	85.94
0.0338965	86.1801
0.0344258	86.2793
0.0349603	86.227
0.0354679	86.0352
0.0359213	85.7332
0.0363016	85.3612
0.0366002	84.9627
0.0368185	84.579
0.036966	84.2442
0.0370577	83.9832
0.0371117	83.8105
0.0371458	83.7312
0.0371764	83.743
0.0372171	83.8384
0.0372792	84.0066
0.0373711	84.2354
0.0374999	84.5117
0.0376711	84.8215
0.0378893	85.1498
0.0381574	85.48
0.0384767	85.7939
0.0388456	86.0725
0.0392587	86.2972
0.0397069	86.4517
